7.144387120067839936e-01,2.306026548768195239e-01,1.154081276450149574e-01,1.664378695533902386e-01,9.512726894614440543e-01
2.073529104690932101e-01,4.386263108305309411e-01,9.504242496647259397e-01,3.227197259604543955e-01,4.631722501429016425e-01
5.613855100175197954e-01,3.788891385120545241e-01,6.675493593797172664e-01,9.353063659641345229e-01,8.650495976565240053e-01
4.916060573581296778e-01,1.348437028319274811e-01,4.310789093202086475e-01,5.605336370499977017e-01,5.167209878109043641e-01
2.997399675847249867e-01,7.996549306140692259e-01,8.253605164446101705e-01,8.993217971532615485e-01,4.447971246410115098e-01
5.648626565626867491e-01,4.013937711508256401e-01,8.918887842647469366e-01,7.231996726577827328e-02,9.431863677428959924e-01
9.530233592881616200e-01,3.926712540322865319e-01,4.877836782968041351e-01,6.995613654234030809e-01,3.672905037982174825e-01
5.720463160642778044e-01,2.334942061695486348e-01,1.735894972115434864e-01,7.632341404527510642e-01,5.071377562112188153e-01
1.808846314284835444e-01,9.902979727331517878e-02,4.137136122043920672e-01,2.644136517958053378e-01,8.543795836456758996e-01
7.875537967050664223e-01,7.565310958561599630e-01,9.743571905757750784e-01,1.412943819817272795e-01,1.108395798023797951e-01
2.882347864868600729e-01,9.098882876998004576e-02,3.657742029941735140e-01,4.139171029463173390e-02,6.750930255769564958e-01
7.078960964387207566e-01,3.203590375320042316e-01,8.224810064051438774e-01,3.481160754232948129e-02,1.831296644551215769e-01
8.073947370564632520e-01,9.803876023338762291e-01,8.710163166503112064e-01,8.222598583223390545e-01,8.486892678896782449e-01
9.229377421086909505e-01,9.280520873768749457e-01,9.364746033719290041e-01,4.941187078660977949e-01,1.691472009657456477e-01
4.518798706672882970e-01,6.393305858333375724e-02,4.840657968215211771e-02,5.464398640383528738e-01,8.197495165247214999e-01
2.358667473902357203e-01,1.871765517159582615e-01,1.634063045122486901e-01,7.285287630497891964e-01,3.172764684567838112e-01
6.188626968217666446e-01,7.887012993995249355e-01,1.893707929715031657e-01,4.650617431190107176e-03,9.000266591822116968e-01
2.930006290125357626e-01,2.056454278520307710e-01,2.259493943801301752e-01,9.070095168625846860e-01,9.415672227911913161e-01
4.638553774323235235e-01,4.670456886422209575e-01,9.838584304476495346e-01,8.090958769294838149e-01,1.563415074925879056e-01
7.748575424226773478e-01,6.013312916086505089e-01,4.900873694529800373e-01,2.728765572863911526e-01,7.557363267050218880e-01
6.912326137379146695e-01,5.806705231047898375e-01,7.892465183726028455e-01,7.067426910680382202e-01,4.035259885533521995e-01
3.901957970680802745e-02,9.097060366913508611e-01,8.290772858463221207e-01,4.194270448450270194e-01,7.796861721988159744e-01
6.733772976153820089e-01,1.726720990523352706e-01,2.879595529169912682e-01,4.535107706242773595e-01,8.160046381674550542e-01
6.173681131368601305e-01,5.077483485236720107e-01,7.280833883012360896e-01,4.115194264678656566e-02,1.634104925383584872e-01
6.889252043769487077e-01,1.722490720625436955e-01,7.695229584679260659e-01,8.018586886709000439e-02,3.747183442006081222e-01
2.110011799023413515e-01,2.559188403582431937e-01,8.185576143981770914e-01,6.139554904155343218e-01,4.854955085428115380e-01
6.636436711390503174e-01,2.575601051346866344e-01,2.136568470755959570e-01,6.553873936197116556e-01,4.711788057409918018e-01
9.523944583057755153e-01,2.429610856247732542e-01,3.534179808101483022e-01,8.794141052932246128e-01,3.488630683804001542e-01
1.427523216745780754e-01,3.995473041384671742e-01,8.517132618187106541e-01,5.733680503718732169e-01,5.116823867784556779e-01
