7.829000000000000000e+03,3.961200000000000000e+04,1.253719556680450188e-02,2.000000000000000000e+00
1.783300000000000000e+04,2.319900000000000000e+04,1.473198321195512243e-02,2.000000000000000000e+00
3.473200000000000000e+04,3.801300000000000000e+04,1.520356918222236578e-02,2.000000000000000000e+00
7.160000000000000000e+02,2.207800000000000000e+04,1.653549955562963122e-02,2.000000000000000000e+00
1.873100000000000000e+04,3.706000000000000000e+04,1.696728178409640311e-02,2.000000000000000000e+00
1.569100000000000000e+04,2.118100000000000000e+04,1.710551145033827047e-02,2.000000000000000000e+00
6.953000000000000000e+03,3.623000000000000000e+04,1.717216270258272934e-02,2.000000000000000000e+00
2.385200000000000000e+04,3.166800000000000000e+04,1.788040278613905326e-02,2.000000000000000000e+00
1.334400000000000000e+04,1.344000000000000000e+04,1.794150459875298517e-02,2.000000000000000000e+00
1.006400000000000000e+04,1.701700000000000000e+04,1.866728806884066644e-02,2.000000000000000000e+00
3.156000000000000000e+03,3.319800000000000000e+04,1.895792267204275683e-02,2.000000000000000000e+00
3.642000000000000000e+03,2.153700000000000000e+04,1.941321010463497448e-02,2.000000000000000000e+00
1.609700000000000000e+04,3.110200000000000000e+04,1.982644800512304434e-02,2.000000000000000000e+00
2.374500000000000000e+04,3.972500000000000000e+04,1.992609021600682748e-02,2.000000000000000000e+00
7.700000000000000000e+02,3.936000000000000000e+03,2.014762016736991457e-02,2.000000000000000000e+00
2.712400000000000000e+04,3.054700000000000000e+04,2.049679622299519638e-02,2.000000000000000000e+00
2.316700000000000000e+04,2.984900000000000000e+04,2.055215291809915634e-02,2.000000000000000000e+00
2.636000000000000000e+04,3.653000000000000000e+04,2.066876642154730909e-02,2.000000000000000000e+00
1.889500000000000000e+04,3.622400000000000000e+04,2.070585755149797341e-02,2.000000000000000000e+00
2.226300000000000000e+04,2.343800000000000000e+04,2.107294048144717213e-02,2.000000000000000000e+00
3.640000000000000000e+03,2.539300000000000000e+04,2.114126847343681184e-02,2.000000000000000000e+00
9.042000000000000000e+03,1.803800000000000000e+04,2.164755075459650138e-02,2.000000000000000000e+00
8.800000000000000000e+03,3.652000000000000000e+04,2.199481585871656056e-02,2.000000000000000000e+00
2.422900000000000000e+04,3.575600000000000000e+04,2.230092260297537529e-02,2.000000000000000000e+00
1.073500000000000000e+04,2.400700000000000000e+04,2.257566780827726521e-02,2.000000000000000000e+00
1.715900000000000000e+04,2.464900000000000000e+04,2.263584795982507766e-02,2.000000000000000000e+00
2.767000000000000000e+03,1.202100000000000000e+04,2.269925504435191949e-02,2.000000000000000000e+00
6.474000000000000000e+03,2.161400000000000000e+04,2.290582161825613708e-02,2.000000000000000000e+00
9.224000000000000000e+03,2.005500000000000000e+04,2.300764071308832384e-02,2.000000000000000000e+00
1.453700000000000000e+04,2.432400000000000000e+04,2.307686784943773287e-02,2.000000000000000000e+00
1.063000000000000000e+03,2.992500000000000000e+04,2.314098592278047983e-02,2.000000000000000000e+00
2.090700000000000000e+04,2.895000000000000000e+04,2.353941372368860072e-02,2.000000000000000000e+00
3.327800000000000000e+04,3.647900000000000000e+04,2.385224974703154324e-02,2.000000000000000000e+00
1.375100000000000000e+04,2.742800000000000000e+04,2.386500214410820775e-02,2.000000000000000000e+00
1.842000000000000000e+03,3.044400000000000000e+04,2.406894724349100192e-02,2.000000000000000000e+00
1.071400000000000000e+04,1.659400000000000000e+04,2.428404017286642236e-02,2.000000000000000000e+00
1.027700000000000000e+04,1.416300000000000000e+04,2.438700595857233935e-02,2.000000000000000000e+00
2.683700000000000000e+04,3.141900000000000000e+04,2.455188701253939454e-02,2.000000000000000000e+00
1.530700000000000000e+04,2.042500000000000000e+04,2.479019586533361477e-02,2.000000000000000000e+00
1.774500000000000000e+04,1.782200000000000000e+04,2.480304167662348430e-02,2.000000000000000000e+00
3.571000000000000000e+03,3.259200000000000000e+04,2.484813723014184933e-02,2.000000000000000000e+00
3.237300000000000000e+04,3.960900000000000000e+04,2.509048452114085934e-02,2.000000000000000000e+00
4.872000000000000000e+03,6.640000000000000000e+03,2.525855704069211380e-02,2.000000000000000000e+00
9.401000000000000000e+03,1.236500000000000000e+04,2.530698395055844263e-02,2.000000000000000000e+00
8.304000000000000000e+03,2.977500000000000000e+04,2.537040631762064319e-02,2.000000000000000000e+00
6.759000000000000000e+03,2.557200000000000000e+04,2.539897757009252147e-02,2.000000000000000000e+00
2.613200000000000000e+04,3.495200000000000000e+04,2.548743223924922544e-02,2.000000000000000000e+00
1.749900000000000000e+04,2.808000000000000000e+04,2.556296431553709697e-02,2.000000000000000000e+00
1.065000000000000000e+03,3.632000000000000000e+04,2.557250399038992275e-02,2.000000000000000000e+00
9.439000000000000000e+03,1.880300000000000000e+04,2.568272657290868871e-02,2.000000000000000000e+00
1.027200000000000000e+04,3.256000000000000000e+04,2.578571104633887653e-02,2.000000000000000000e+00
3.032000000000000000e+03,3.438600000000000000e+04,2.579798994625015149e-02,2.000000000000000000e+00
7.584000000000000000e+03,1.785200000000000000e+04,2.581547203081861405e-02,2.000000000000000000e+00
2.715900000000000000e+04,2.933300000000000000e+04,2.621152541169567349e-02,2.000000000000000000e+00
1.126000000000000000e+03,3.498300000000000000e+04,2.625180134877333482e-02,2.000000000000000000e+00
2.510000000000000000e+02,9.760000000000000000e+02,2.644466128911969471e-02,2.000000000000000000e+00
2.433800000000000000e+04,2.581600000000000000e+04,2.658766080841905993e-02,2.000000000000000000e+00
1.771600000000000000e+04,2.380400000000000000e+04,2.661257390290432817e-02,2.000000000000000000e+00
2.490000000000000000e+02,1.181900000000000000e+04,2.668493646219975007e-02,2.000000000000000000e+00
2.504100000000000000e+04,3.610500000000000000e+04,2.671834640378413506e-02,2.000000000000000000e+00
1.226000000000000000e+04,2.214800000000000000e+04,2.672821093950105559e-02,2.000000000000000000e+00
5.800000000000000000e+03,1.874200000000000000e+04,2.674194857238545650e-02,2.000000000000000000e+00
1.621300000000000000e+04,3.360500000000000000e+04,2.680997387696103587e-02,2.000000000000000000e+00
3.383200000000000000e+04,3.397900000000000000e+04,2.686434407806989957e-02,2.000000000000000000e+00
1.624300000000000000e+04,2.645800000000000000e+04,2.690190687774451569e-02,2.000000000000000000e+00
7.395000000000000000e+03,3.603300000000000000e+04,2.694564627553130282e-02,2.000000000000000000e+00
5.280000000000000000e+02,2.573800000000000000e+04,2.694884415949369560e-02,2.000000000000000000e+00
8.348000000000000000e+03,2.459800000000000000e+04,2.698287750115466871e-02,2.000000000000000000e+00
4.727000000000000000e+03,1.573600000000000000e+04,2.723806387119662165e-02,2.000000000000000000e+00
7.596000000000000000e+03,2.137300000000000000e+04,2.744894645818135234e-02,2.000000000000000000e+00
2.410100000000000000e+04,2.716300000000000000e+04,2.753478792856735649e-02,2.000000000000000000e+00
1.903400000000000000e+04,3.102000000000000000e+04,2.758180011442895596e-02,2.000000000000000000e+00
5.239000000000000000e+03,1.375800000000000000e+04,2.759211360719086154e-02,2.000000000000000000e+00
9.671000000000000000e+03,2.778800000000000000e+04,2.771720076302652824e-02,2.000000000000000000e+00
4.264000000000000000e+03,3.637000000000000000e+04,2.788413171474447838e-02,2.000000000000000000e+00
5.000000000000000000e+03,7.849000000000000000e+03,2.799981890487241928e-02,2.000000000000000000e+00
5.732000000000000000e+03,2.318600000000000000e+04,2.804894216496229761e-02,2.000000000000000000e+00
1.633400000000000000e+04,2.910100000000000000e+04,2.812262089914794108e-02,2.000000000000000000e+00
6.377000000000000000e+03,3.050400000000000000e+04,2.830707332242383967e-02,2.000000000000000000e+00
