3.020000000000000000e+02,6.950000000000000000e+02,3.670918455789959345e-02,2.000000000000000000e+00
1.500000000000000000e+01,1.940000000000000000e+02,4.387304221373025670e-02,2.000000000000000000e+00
2.370000000000000000e+02,6.360000000000000000e+02,4.893673195947562116e-02,2.000000000000000000e+00
2.830000000000000000e+02,3.010000000000000000e+02,5.858857590871854870e-02,2.000000000000000000e+00
1.300000000000000000e+01,1.360000000000000000e+02,6.215151670838582609e-02,2.000000000000000000e+00
7.640000000000000000e+02,9.120000000000000000e+02,6.498446146821421077e-02,2.000000000000000000e+00
3.630000000000000000e+02,5.670000000000000000e+02,7.248732900547882885e-02,2.000000000000000000e+00
9.100000000000000000e+01,9.450000000000000000e+02,7.347845110954986936e-02,2.000000000000000000e+00
1.820000000000000000e+02,4.420000000000000000e+02,7.433372058343391819e-02,2.000000000000000000e+00
3.790000000000000000e+02,9.600000000000000000e+02,7.650123347089941850e-02,2.000000000000000000e+00
4.490000000000000000e+02,4.760000000000000000e+02,8.241271902426133833e-02,2.000000000000000000e+00
7.000000000000000000e+01,5.630000000000000000e+02,8.301061955273913995e-02,2.000000000000000000e+00
1.520000000000000000e+02,2.880000000000000000e+02,8.439807765539222850e-02,2.000000000000000000e+00
1.450000000000000000e+02,5.320000000000000000e+02,8.597003113838630473e-02,2.000000000000000000e+00
6.430000000000000000e+02,6.650000000000000000e+02,8.930682448829130315e-02,2.000000000000000000e+00
1.590000000000000000e+02,2.230000000000000000e+02,9.483822507412502378e-02,2.000000000000000000e+00
7.980000000000000000e+02,9.840000000000000000e+02,9.558506816964396080e-02,2.000000000000000000e+00
7.960000000000000000e+02,8.810000000000000000e+02,9.737941739691208243e-02,2.000000000000000000e+00
4.460000000000000000e+02,9.360000000000000000e+02,9.800120123638518532e-02,2.000000000000000000e+00
7.300000000000000000e+01,7.010000000000000000e+02,9.829734475299413410e-02,2.000000000000000000e+00
3.800000000000000000e+02,8.700000000000000000e+02,1.020138641734103790e-01,2.000000000000000000e+00
6.700000000000000000e+01,5.170000000000000000e+02,1.021812939324445585e-01,2.000000000000000000e+00
1.600000000000000000e+02,6.460000000000000000e+02,1.034135890655912687e-01,2.000000000000000000e+00
4.200000000000000000e+02,6.500000000000000000e+02,1.061042920969324788e-01,2.000000000000000000e+00
1.730000000000000000e+02,6.850000000000000000e+02,1.065281437419038080e-01,2.000000000000000000e+00
6.250000000000000000e+02,6.990000000000000000e+02,1.072260303135882525e-01,2.000000000000000000e+00
6.270000000000000000e+02,9.320000000000000000e+02,1.081441886350303500e-01,2.000000000000000000e+00
7.240000000000000000e+02,9.980000000000000000e+02,1.081724310671829808e-01,2.000000000000000000e+00
2.400000000000000000e+01,4.530000000000000000e+02,1.082321663213638846e-01,2.000000000000000000e+00
5.430000000000000000e+02,6.230000000000000000e+02,1.093584923149558130e-01,2.000000000000000000e+00
3.940000000000000000e+02,6.620000000000000000e+02,1.096503103866220408e-01,2.000000000000000000e+00
4.110000000000000000e+02,7.370000000000000000e+02,1.100200441096994969e-01,2.000000000000000000e+00
3.060000000000000000e+02,3.320000000000000000e+02,1.108053318723387221e-01,2.000000000000000000e+00
3.510000000000000000e+02,8.870000000000000000e+02,1.128077315562910077e-01,2.000000000000000000e+00
4.550000000000000000e+02,5.740000000000000000e+02,1.134766687115477679e-01,2.000000000000000000e+00
8.100000000000000000e+01,6.640000000000000000e+02,1.135295489060754587e-01,2.000000000000000000e+00
7.780000000000000000e+02,9.950000000000000000e+02,1.137954681699076265e-01,2.000000000000000000e+00
4.060000000000000000e+02,5.020000000000000000e+02,1.141036771265788452e-01,2.000000000000000000e+00
3.830000000000000000e+02,4.730000000000000000e+02,1.141056380194881148e-01,2.000000000000000000e+00
9.580000000000000000e+02,9.630000000000000000e+02,1.146787008123554968e-01,2.000000000000000000e+00
